n,With hidden deps,No hidden deps
2,0.244155844155844,4.18181818181818
3,1.61558441558442,22.3662337662338
4,3.8025974025974,65.3064935064935
5,3.82337662337662,122.779220779221
6,1.54805194805195,165.106493506494
7,0.197402597402601,180.711688311688
8,0.005194805194805,184.205194805195
9,NA,184.766233766234
10,NA,184.781818181818
